nse_symbol,year,line_item,parent_line_item,value
TRENT,Mar 2019,Employee Cost %,Expenses,11.0
TRENT,Mar 2020,Employee Cost %,Expenses,10.0
TRENT,Mar 2021,Employee Cost %,Expenses,12.0
TRENT,Mar 2022,Employee Cost %,Expenses,9.0
TRENT,Mar 2023,Employee Cost %,Expenses,8.0
TRENT,Mar 2024,Employee Cost %,Expenses,8.0
TRENT,Mar 2025,Employee Cost %,Expenses,8.0
TRENT,Mar 2026,Employee Cost %,Expenses,7.0
TRENT,Mar 2015,Other Cost %,Expenses,23.0
TRENT,Mar 2016,Other Cost %,Expenses,30.0
TRENT,Mar 2017,Other Cost %,Expenses,26.0
TRENT,Mar 2018,Other Cost %,Expenses,25.0
TRENT,Mar 2019,Other Cost %,Expenses,23.0
TRENT,Mar 2020,Other Cost %,Expenses,16.0
TRENT,Mar 2021,Other Cost %,Expenses,19.0
TRENT,Mar 2022,Other Cost %,Expenses,18.0
TRENT,Mar 2023,Other Cost %,Expenses,17.0
TRENT,Mar 2024,Other Cost %,Expenses,15.0
TRENT,Mar 2025,Other Cost %,Expenses,15.0
TRENT,Mar 2026,Other Cost %,Expenses,19.0
TRENT,Mar 2015,Exceptional items,Other Income,155.0
TRENT,Mar 2016,Exceptional items,Other Income,10.0
TRENT,Mar 2017,Exceptional items,Other Income,5.0
TRENT,Mar 2018,Exceptional items,Other Income,-13.0
TRENT,Mar 2019,Exceptional items,Other Income,-3.0
TRENT,Mar 2020,Exceptional items,Other Income,19.0
TRENT,Mar 2021,Exceptional items,Other Income,2.0
TRENT,Mar 2022,Exceptional items,Other Income,-14.0
TRENT,Mar 2023,Exceptional items,Other Income,141.0
TRENT,Mar 2024,Exceptional items,Other Income,744.0
TRENT,Mar 2025,Exceptional items,Other Income,130.0
TRENT,Mar 2026,Exceptional items,Other Income,-26.0
TRENT,Mar 2015,Other income normal,Other Income,53.0
TRENT,Mar 2016,Other income normal,Other Income,77.0
TRENT,Mar 2017,Other income normal,Other Income,76.0
TRENT,Mar 2018,Other income normal,Other Income,41.0
TRENT,Mar 2019,Other income normal,Other Income,33.0
TRENT,Mar 2020,Other income normal,Other Income,127.0
TRENT,Mar 2021,Other income normal,Other Income,197.0
TRENT,Mar 2022,Other income normal,Other Income,167.0
TRENT,Mar 2023,Other income normal,Other Income,199.0
TRENT,Mar 2024,Other income normal,Other Income,245.0
TRENT,Mar 2025,Other income normal,Other Income,175.0
TRENT,Mar 2026,Other income normal,Other Income,119.0
TRIDENT,Mar 2015,Sales,,3737.0
TRIDENT,Mar 2016,Sales,,3666.0
TRIDENT,Mar 2017,Sales,,4625.0
TRIDENT,Mar 2018,Sales,,4559.0
TRIDENT,Mar 2019,Sales,,5249.0
TRIDENT,Mar 2020,Sales,,4728.0
TRIDENT,Mar 2021,Sales,,4531.0
TRIDENT,Mar 2022,Sales,,6998.0
TRIDENT,Mar 2023,Sales,,6332.0
TRIDENT,Mar 2024,Sales,,6809.0
TRIDENT,Mar 2025,Sales,,6987.0
TRIDENT,Mar 2026,Sales,,6701.0
TRIDENT,Mar 2015,Expenses,,3075.0
TRIDENT,Mar 2016,Expenses,,2936.0
TRIDENT,Mar 2017,Expenses,,3740.0
TRIDENT,Mar 2018,Expenses,,3708.0
TRIDENT,Mar 2019,Expenses,,4266.0
TRIDENT,Mar 2020,Expenses,,3882.0
TRIDENT,Mar 2021,Expenses,,3705.0
TRIDENT,Mar 2022,Expenses,,5478.0
TRIDENT,Mar 2023,Expenses,,5386.0
TRIDENT,Mar 2024,Expenses,,5869.0
TRIDENT,Mar 2025,Expenses,,6076.0
TRIDENT,Mar 2026,Expenses,,5832.0
TRIDENT,Mar 2015,Operating Profit,,661.0
TRIDENT,Mar 2016,Operating Profit,,730.0
TRIDENT,Mar 2017,Operating Profit,,885.0
TRIDENT,Mar 2018,Operating Profit,,852.0
TRIDENT,Mar 2019,Operating Profit,,983.0
TRIDENT,Mar 2020,Operating Profit,,846.0
TRIDENT,Mar 2021,Operating Profit,,826.0
TRIDENT,Mar 2022,Operating Profit,,1520.0
TRIDENT,Mar 2023,Operating Profit,,947.0
TRIDENT,Mar 2024,Operating Profit,,940.0
TRIDENT,Mar 2025,Operating Profit,,911.0
TRIDENT,Mar 2026,Operating Profit,,869.0
TRIDENT,Mar 2015,OPM %,,18.0
TRIDENT,Mar 2016,OPM %,,20.0
TRIDENT,Mar 2017,OPM %,,19.0
TRIDENT,Mar 2018,OPM %,,19.0
TRIDENT,Mar 2019,OPM %,,19.0
TRIDENT,Mar 2020,OPM %,,18.0
TRIDENT,Mar 2021,OPM %,,18.0
TRIDENT,Mar 2022,OPM %,,22.0
TRIDENT,Mar 2023,OPM %,,15.0
TRIDENT,Mar 2024,OPM %,,14.0
TRIDENT,Mar 2025,OPM %,,13.0
TRIDENT,Mar 2026,OPM %,,13.0
TRIDENT,Mar 2015,Other Income,,34.0
TRIDENT,Mar 2016,Other Income,,33.0
TRIDENT,Mar 2017,Other Income,,107.0
TRIDENT,Mar 2018,Other Income,,63.0
TRIDENT,Mar 2019,Other Income,,44.0
TRIDENT,Mar 2020,Other Income,,20.0
TRIDENT,Mar 2021,Other Income,,-18.0
TRIDENT,Mar 2022,Other Income,,16.0
TRIDENT,Mar 2023,Other Income,,25.0
TRIDENT,Mar 2024,Other Income,,58.0
TRIDENT,Mar 2025,Other Income,,60.0
TRIDENT,Mar 2026,Other Income,,82.0
TRIDENT,Mar 2015,Interest,,206.0
TRIDENT,Mar 2016,Interest,,145.0
TRIDENT,Mar 2017,Interest,,141.0
TRIDENT,Mar 2018,Interest,,118.0
TRIDENT,Mar 2019,Interest,,112.0
TRIDENT,Mar 2020,Interest,,111.0
TRIDENT,Mar 2021,Interest,,72.0
TRIDENT,Mar 2022,Interest,,86.0
TRIDENT,Mar 2023,Interest,,80.0
TRIDENT,Mar 2024,Interest,,156.0
TRIDENT,Mar 2025,Interest,,130.0
TRIDENT,Mar 2026,Interest,,114.0
TRIDENT,Mar 2015,Depreciation,,321.0
TRIDENT,Mar 2016,Depreciation,,337.0
TRIDENT,Mar 2017,Depreciation,,412.0
TRIDENT,Mar 2018,Depreciation,,404.0
TRIDENT,Mar 2019,Depreciation,,364.0
TRIDENT,Mar 2020,Depreciation,,334.0
TRIDENT,Mar 2021,Depreciation,,337.0
TRIDENT,Mar 2022,Depreciation,,333.0
TRIDENT,Mar 2023,Depreciation,,313.0
TRIDENT,Mar 2024,Depreciation,,365.0
TRIDENT,Mar 2025,Depreciation,,366.0
TRIDENT,Mar 2026,Depreciation,,317.0
TRIDENT,Mar 2015,Profit before tax,,168.0
TRIDENT,Mar 2016,Profit before tax,,281.0
TRIDENT,Mar 2017,Profit before tax,,439.0
TRIDENT,Mar 2018,Profit before tax,,392.0
TRIDENT,Mar 2019,Profit before tax,,550.0
TRIDENT,Mar 2020,Profit before tax,,421.0
TRIDENT,Mar 2021,Profit before tax,,398.0
TRIDENT,Mar 2022,Profit before tax,,1116.0
TRIDENT,Mar 2023,Profit before tax,,579.0
TRIDENT,Mar 2024,Profit before tax,,477.0
TRIDENT,Mar 2025,Profit before tax,,475.0
TRIDENT,Mar 2026,Profit before tax,,520.0
TRIDENT,Mar 2015,Tax %,,30.0
TRIDENT,Mar 2016,Tax %,,14.0
TRIDENT,Mar 2017,Tax %,,23.0
TRIDENT,Mar 2018,Tax %,,32.0
TRIDENT,Mar 2019,Tax %,,32.0
TRIDENT,Mar 2020,Tax %,,19.0
TRIDENT,Mar 2021,Tax %,,24.0
TRIDENT,Mar 2022,Tax %,,25.0
TRIDENT,Mar 2023,Tax %,,24.0
TRIDENT,Mar 2024,Tax %,,27.0
TRIDENT,Mar 2025,Tax %,,22.0
TRIDENT,Mar 2026,Tax %,,27.0
TRIDENT,Mar 2015,Net Profit,,118.0
TRIDENT,Mar 2016,Net Profit,,242.0
TRIDENT,Mar 2017,Net Profit,,337.0
TRIDENT,Mar 2018,Net Profit,,266.0
TRIDENT,Mar 2019,Net Profit,,372.0
TRIDENT,Mar 2020,Net Profit,,340.0
TRIDENT,Mar 2021,Net Profit,,304.0
TRIDENT,Mar 2022,Net Profit,,834.0
TRIDENT,Mar 2023,Net Profit,,442.0
TRIDENT,Mar 2024,Net Profit,,350.0
TRIDENT,Mar 2025,Net Profit,,371.0
TRIDENT,Mar 2026,Net Profit,,377.0
TRIDENT,Mar 2015,EPS in Rs,,0.23
TRIDENT,Mar 2016,EPS in Rs,,0.48
TRIDENT,Mar 2017,EPS in Rs,,0.66
TRIDENT,Mar 2018,EPS in Rs,,0.52
TRIDENT,Mar 2019,EPS in Rs,,0.73
TRIDENT,Mar 2020,EPS in Rs,,0.67
TRIDENT,Mar 2021,EPS in Rs,,0.6
TRIDENT,Mar 2022,EPS in Rs,,1.64
TRIDENT,Mar 2023,EPS in Rs,,0.86
TRIDENT,Mar 2024,EPS in Rs,,0.69
TRIDENT,Mar 2025,EPS in Rs,,0.73
TRIDENT,Mar 2026,EPS in Rs,,0.74
TRIDENT,Mar 2015,Dividend Payout %,,26.0
TRIDENT,Mar 2016,Dividend Payout %,,19.0
TRIDENT,Mar 2017,Dividend Payout %,,22.0
TRIDENT,Mar 2018,Dividend Payout %,,28.0
TRIDENT,Mar 2019,Dividend Payout %,,40.0
TRIDENT,Mar 2020,Dividend Payout %,,53.0
TRIDENT,Mar 2021,Dividend Payout %,,60.0
TRIDENT,Mar 2022,Dividend Payout %,,22.0
TRIDENT,Mar 2023,Dividend Payout %,,42.0
TRIDENT,Mar 2024,Dividend Payout %,,52.0
TRIDENT,Mar 2025,Dividend Payout %,,50.0
TRIDENT,Mar 2026,Dividend Payout %,,68.0
TRIDENT,Mar 2015,Sales Growth %,Sales,-2.73
TRIDENT,Mar 2016,Sales Growth %,Sales,-1.9
TRIDENT,Mar 2017,Sales Growth %,Sales,26.18
TRIDENT,Mar 2018,Sales Growth %,Sales,-1.42
TRIDENT,Mar 2019,Sales Growth %,Sales,15.12
TRIDENT,Mar 2020,Sales Growth %,Sales,-9.93
TRIDENT,Mar 2021,Sales Growth %,Sales,-4.17
TRIDENT,Mar 2022,Sales Growth %,Sales,54.45
TRIDENT,Mar 2023,Sales Growth %,Sales,-9.51
TRIDENT,Mar 2024,Sales Growth %,Sales,7.53
TRIDENT,Mar 2025,Sales Growth %,Sales,2.62
TRIDENT,Mar 2026,Sales Growth %,Sales,-4.09
TRIDENT,Mar 2015,Material Cost %,Expenses,52.0
TRIDENT,Mar 2016,Material Cost %,Expenses,47.0
TRIDENT,Mar 2017,Material Cost %,Expenses,48.0
TRIDENT,Mar 2018,Material Cost %,Expenses,50.0
TRIDENT,Mar 2019,Material Cost %,Expenses,46.0
TRIDENT,Mar 2020,Material Cost %,Expenses,45.0
TRIDENT,Mar 2021,Material Cost %,Expenses,45.0
TRIDENT,Mar 2022,Material Cost %,Expenses,48.0
TRIDENT,Mar 2023,Material Cost %,Expenses,53.0
TRIDENT,Mar 2024,Material Cost %,Expenses,51.0
TRIDENT,Mar 2025,Material Cost %,Expenses,52.0
TRIDENT,Mar 2026,Material Cost %,Expenses,51.0
TRIDENT,Mar 2015,Manufacturing Cost %,Expenses,14.0
TRIDENT,Mar 2016,Manufacturing Cost %,Expenses,15.0
TRIDENT,Mar 2017,Manufacturing Cost %,Expenses,14.0
TRIDENT,Mar 2018,Manufacturing Cost %,Expenses,16.0
TRIDENT,Mar 2019,Manufacturing Cost %,Expenses,16.0
TRIDENT,Mar 2020,Manufacturing Cost %,Expenses,17.0
TRIDENT,Mar 2021,Manufacturing Cost %,Expenses,18.0
TRIDENT,Mar 2022,Manufacturing Cost %,Expenses,14.0
TRIDENT,Mar 2023,Manufacturing Cost %,Expenses,15.0
TRIDENT,Mar 2024,Manufacturing Cost %,Expenses,15.0
TRIDENT,Mar 2025,Manufacturing Cost %,Expenses,14.0
TRIDENT,Mar 2026,Manufacturing Cost %,Expenses,0.0
TRIDENT,Mar 2015,Employee Cost %,Expenses,10.0
TRIDENT,Mar 2016,Employee Cost %,Expenses,12.0
TRIDENT,Mar 2017,Employee Cost %,Expenses,13.0
TRIDENT,Mar 2018,Employee Cost %,Expenses,11.0
TRIDENT,Mar 2019,Employee Cost %,Expenses,11.0
TRIDENT,Mar 2020,Employee Cost %,Expenses,12.0
TRIDENT,Mar 2021,Employee Cost %,Expenses,13.0
TRIDENT,Mar 2022,Employee Cost %,Expenses,10.0
TRIDENT,Mar 2023,Employee Cost %,Expenses,10.0
TRIDENT,Mar 2024,Employee Cost %,Expenses,13.0
TRIDENT,Mar 2025,Employee Cost %,Expenses,13.0
TRIDENT,Mar 2026,Employee Cost %,Expenses,13.0
TRIDENT,Mar 2015,Other Cost %,Expenses,6.0
TRIDENT,Mar 2016,Other Cost %,Expenses,7.0
TRIDENT,Mar 2017,Other Cost %,Expenses,6.0
TRIDENT,Mar 2018,Other Cost %,Expenses,5.0
TRIDENT,Mar 2019,Other Cost %,Expenses,8.0
TRIDENT,Mar 2020,Other Cost %,Expenses,7.0
TRIDENT,Mar 2021,Other Cost %,Expenses,7.0
TRIDENT,Mar 2022,Other Cost %,Expenses,7.0
TRIDENT,Mar 2023,Other Cost %,Expenses,6.0
TRIDENT,Mar 2024,Other Cost %,Expenses,8.0
TRIDENT,Mar 2025,Other Cost %,Expenses,8.0
TRIDENT,Mar 2026,Other Cost %,Expenses,23.0
TRIDENT,Mar 2015,Minority share,Net Profit,0.0
TRIDENT,Mar 2016,Minority share,Net Profit,0.0
TRIDENT,Mar 2017,Minority share,Net Profit,0.0
TRIDENT,Mar 2018,Minority share,Net Profit,0.0
TRIDENT,Mar 2019,Minority share,Net Profit,0.0
TRIDENT,Mar 2020,Minority share,Net Profit,0.0
TRIDENT,Mar 2021,Minority share,Net Profit,0.0
TRIDENT,Mar 2022,Minority share,Net Profit,0.0
TRIDENT,Mar 2023,Minority share,Net Profit,-1.0
TRIDENT,Mar 2024,Minority share,Net Profit,-0.0
TRIDENT,Mar 2025,Minority share,Net Profit,-1.0
TRIDENT,Mar 2026,Minority share,Net Profit,0.0
TRIDENT,Mar 2015,Exceptional items AT,Net Profit,0.0
TRIDENT,Mar 2016,Exceptional items AT,Net Profit,1.0
TRIDENT,Mar 2017,Exceptional items AT,Net Profit,0.0
TRIDENT,Mar 2018,Exceptional items AT,Net Profit,3.0
TRIDENT,Mar 2019,Exceptional items AT,Net Profit,3.0
TRIDENT,Mar 2020,Exceptional items AT,Net Profit,2.0
TRIDENT,Mar 2021,Exceptional items AT,Net Profit,-24.0
TRIDENT,Mar 2022,Exceptional items AT,Net Profit,-3.0
TRIDENT,Mar 2023,Exceptional items AT,Net Profit,0.0
TRIDENT,Mar 2024,Exceptional items AT,Net Profit,2.0
TRIDENT,Mar 2025,Exceptional items AT,Net Profit,2.0
TRIDENT,Mar 2026,Exceptional items AT,Net Profit,0.0
TRIDENT,Mar 2015,Profit excl Excep,Net Profit,117.0
TRIDENT,Mar 2016,Profit excl Excep,Net Profit,241.0
TRIDENT,Mar 2017,Profit excl Excep,Net Profit,337.0
TRIDENT,Mar 2018,Profit excl Excep,Net Profit,263.0
TRIDENT,Mar 2019,Profit excl Excep,Net Profit,369.0
TRIDENT,Mar 2020,Profit excl Excep,Net Profit,338.0
TRIDENT,Mar 2021,Profit excl Excep,Net Profit,328.0
TRIDENT,Mar 2022,Profit excl Excep,Net Profit,836.0
TRIDENT,Mar 2023,Profit excl Excep,Net Profit,441.0
TRIDENT,Mar 2024,Profit excl Excep,Net Profit,348.0
TRIDENT,Mar 2025,Profit excl Excep,Net Profit,369.0
TRIDENT,Mar 2026,Profit excl Excep,Net Profit,377.0
TRIDENT,Mar 2015,Profit for PE,Net Profit,117.0
TRIDENT,Mar 2016,Profit for PE,Net Profit,241.0
TRIDENT,Mar 2017,Profit for PE,Net Profit,337.0
TRIDENT,Mar 2018,Profit for PE,Net Profit,263.0
TRIDENT,Mar 2019,Profit for PE,Net Profit,369.0
TRIDENT,Mar 2020,Profit for PE,Net Profit,338.0
TRIDENT,Mar 2021,Profit for PE,Net Profit,328.0
TRIDENT,Mar 2022,Profit for PE,Net Profit,836.0
TRIDENT,Mar 2023,Profit for PE,Net Profit,440.0
TRIDENT,Mar 2024,Profit for PE,Net Profit,347.0
TRIDENT,Mar 2025,Profit for PE,Net Profit,368.0
TRIDENT,Mar 2026,Profit for PE,Net Profit,377.0
TRIDENT,Mar 2015,Profit for EPS,Net Profit,118.0
TRIDENT,Mar 2016,Profit for EPS,Net Profit,242.0
TRIDENT,Mar 2017,Profit for EPS,Net Profit,337.0
TRIDENT,Mar 2018,Profit for EPS,Net Profit,266.0
TRIDENT,Mar 2019,Profit for EPS,Net Profit,372.0
TRIDENT,Mar 2020,Profit for EPS,Net Profit,340.0
TRIDENT,Mar 2021,Profit for EPS,Net Profit,304.0
TRIDENT,Mar 2022,Profit for EPS,Net Profit,834.0
TRIDENT,Mar 2023,Profit for EPS,Net Profit,441.0
TRIDENT,Mar 2024,Profit for EPS,Net Profit,350.0
TRIDENT,Mar 2025,Profit for EPS,Net Profit,370.0
TRIDENT,Mar 2026,Profit for EPS,Net Profit,377.0
TRIDENT,Mar 2015,Profit Growth %,Net Profit,-40.0
TRIDENT,Mar 2016,Profit Growth %,Net Profit,106.0
TRIDENT,Mar 2017,Profit Growth %,Net Profit,40.0
TRIDENT,Mar 2018,Profit Growth %,Net Profit,-22.0
TRIDENT,Mar 2019,Profit Growth %,Net Profit,40.0
TRIDENT,Mar 2020,Profit Growth %,Net Profit,-8.0
TRIDENT,Mar 2021,Profit Growth %,Net Profit,-3.0
TRIDENT,Mar 2022,Profit Growth %,Net Profit,155.0
TRIDENT,Mar 2023,Profit Growth %,Net Profit,-47.0
TRIDENT,Mar 2024,Profit Growth %,Net Profit,-21.0
TRIDENT,Mar 2025,Profit Growth %,Net Profit,6.0
TRIDENT,Mar 2026,Profit Growth %,Net Profit,2.0
TRITURBINE,Mar 2015,Sales,,651.0
TRITURBINE,Mar 2016,Sales,,713.0
TRITURBINE,Mar 2017,Sales,,745.0
TRITURBINE,Mar 2018,Sales,,751.0
TRITURBINE,Mar 2019,Sales,,840.0
TRITURBINE,Mar 2020,Sales,,818.0
TRITURBINE,Mar 2021,Sales,,703.0
TRITURBINE,Mar 2022,Sales,,852.0
TRITURBINE,Mar 2023,Sales,,1248.0
TRITURBINE,Mar 2024,Sales,,1654.0
TRITURBINE,Mar 2025,Sales,,2006.0
TRITURBINE,Mar 2026,Sales,,2181.0
TRITURBINE,Mar 2015,Expenses,,526.0
TRITURBINE,Mar 2016,Expenses,,553.0
TRITURBINE,Mar 2017,Expenses,,577.0
TRITURBINE,Mar 2018,Expenses,,594.0
TRITURBINE,Mar 2019,Expenses,,687.0
TRITURBINE,Mar 2020,Expenses,,660.0
TRITURBINE,Mar 2021,Expenses,,553.0
TRITURBINE,Mar 2022,Expenses,,692.0
TRITURBINE,Mar 2023,Expenses,,1012.0
TRITURBINE,Mar 2024,Expenses,,1333.0
TRITURBINE,Mar 2025,Expenses,,1566.0
TRITURBINE,Mar 2026,Expenses,,1732.0
TRITURBINE,Mar 2015,Operating Profit,,125.0
TRITURBINE,Mar 2016,Operating Profit,,160.0
TRITURBINE,Mar 2017,Operating Profit,,168.0
TRITURBINE,Mar 2018,Operating Profit,,157.0
TRITURBINE,Mar 2019,Operating Profit,,153.0
TRITURBINE,Mar 2020,Operating Profit,,158.0
TRITURBINE,Mar 2021,Operating Profit,,149.0
TRITURBINE,Mar 2022,Operating Profit,,161.0
TRITURBINE,Mar 2023,Operating Profit,,235.0
TRITURBINE,Mar 2024,Operating Profit,,321.0
TRITURBINE,Mar 2025,Operating Profit,,439.0
TRITURBINE,Mar 2026,Operating Profit,,449.0
TRITURBINE,Mar 2015,OPM %,,19.0
TRITURBINE,Mar 2016,OPM %,,22.0
TRITURBINE,Mar 2017,OPM %,,23.0
TRITURBINE,Mar 2018,OPM %,,21.0
TRITURBINE,Mar 2019,OPM %,,18.0
TRITURBINE,Mar 2020,OPM %,,19.0
TRITURBINE,Mar 2021,OPM %,,21.0
TRITURBINE,Mar 2022,OPM %,,19.0
TRITURBINE,Mar 2023,OPM %,,19.0
TRITURBINE,Mar 2024,OPM %,,19.0
TRITURBINE,Mar 2025,OPM %,,22.0
TRITURBINE,Mar 2026,OPM %,,21.0
TRITURBINE,Mar 2015,Other Income,,30.0
TRITURBINE,Mar 2016,Other Income,,25.0
TRITURBINE,Mar 2017,Other Income,,33.0
TRITURBINE,Mar 2018,Other Income,,8.0
TRITURBINE,Mar 2019,Other Income,,19.0
TRITURBINE,Mar 2020,Other Income,,24.0
TRITURBINE,Mar 2021,Other Income,,6.0
TRITURBINE,Mar 2022,Other Income,,227.0
TRITURBINE,Mar 2023,Other Income,,43.0
TRITURBINE,Mar 2024,Other Income,,62.0
TRITURBINE,Mar 2025,Other Income,,81.0
TRITURBINE,Mar 2026,Other Income,,61.0
TRITURBINE,Mar 2015,Interest,,4.0
TRITURBINE,Mar 2016,Interest,,2.0
TRITURBINE,Mar 2017,Interest,,2.0
TRITURBINE,Mar 2018,Interest,,2.0
TRITURBINE,Mar 2019,Interest,,3.0
TRITURBINE,Mar 2020,Interest,,5.0
TRITURBINE,Mar 2021,Interest,,3.0
TRITURBINE,Mar 2022,Interest,,3.0
TRITURBINE,Mar 2023,Interest,,3.0
TRITURBINE,Mar 2024,Interest,,5.0
TRITURBINE,Mar 2025,Interest,,6.0
TRITURBINE,Mar 2026,Interest,,3.0
TRITURBINE,Mar 2015,Depreciation,,16.0
TRITURBINE,Mar 2016,Depreciation,,15.0
TRITURBINE,Mar 2017,Depreciation,,15.0
TRITURBINE,Mar 2018,Depreciation,,19.0
TRITURBINE,Mar 2019,Depreciation,,20.0
TRITURBINE,Mar 2020,Depreciation,,20.0
TRITURBINE,Mar 2021,Depreciation,,20.0
TRITURBINE,Mar 2022,Depreciation,,20.0
TRITURBINE,Mar 2023,Depreciation,,20.0
TRITURBINE,Mar 2024,Depreciation,,21.0
TRITURBINE,Mar 2025,Depreciation,,26.0
TRITURBINE,Mar 2026,Depreciation,,34.0
TRITURBINE,Mar 2015,Profit before tax,,136.0
TRITURBINE,Mar 2016,Profit before tax,,167.0
TRITURBINE,Mar 2017,Profit before tax,,185.0
TRITURBINE,Mar 2018,Profit before tax,,144.0
TRITURBINE,Mar 2019,Profit before tax,,149.0
TRITURBINE,Mar 2020,Profit before tax,,156.0
TRITURBINE,Mar 2021,Profit before tax,,132.0
TRITURBINE,Mar 2022,Profit before tax,,365.0
TRITURBINE,Mar 2023,Profit before tax,,256.0
TRITURBINE,Mar 2024,Profit before tax,,358.0
TRITURBINE,Mar 2025,Profit before tax,,489.0
TRITURBINE,Mar 2026,Profit before tax,,473.0
TRITURBINE,Mar 2015,Tax %,,32.0
TRITURBINE,Mar 2016,Tax %,,32.0
TRITURBINE,Mar 2017,Tax %,,33.0
TRITURBINE,Mar 2018,Tax %,,33.0
TRITURBINE,Mar 2019,Tax %,,33.0
TRITURBINE,Mar 2020,Tax %,,22.0
TRITURBINE,Mar 2021,Tax %,,22.0
TRITURBINE,Mar 2022,Tax %,,26.0
TRITURBINE,Mar 2023,Tax %,,25.0
TRITURBINE,Mar 2024,Tax %,,25.0
TRITURBINE,Mar 2025,Tax %,,27.0
TRITURBINE,Mar 2026,Tax %,,26.0
TRITURBINE,Mar 2015,Net Profit,,93.0
TRITURBINE,Mar 2016,Net Profit,,113.0
TRITURBINE,Mar 2017,Net Profit,,124.0
TRITURBINE,Mar 2018,Net Profit,,96.0
TRITURBINE,Mar 2019,Net Profit,,100.0
TRITURBINE,Mar 2020,Net Profit,,122.0
TRITURBINE,Mar 2021,Net Profit,,102.0
TRITURBINE,Mar 2022,Net Profit,,270.0
TRITURBINE,Mar 2023,Net Profit,,193.0
TRITURBINE,Mar 2024,Net Profit,,269.0
TRITURBINE,Mar 2025,Net Profit,,359.0
TRITURBINE,Mar 2026,Net Profit,,349.0
TRITURBINE,Mar 2015,EPS in Rs,,2.74
TRITURBINE,Mar 2016,EPS in Rs,,3.42
TRITURBINE,Mar 2017,EPS in Rs,,3.74
TRITURBINE,Mar 2018,EPS in Rs,,2.91
TRITURBINE,Mar 2019,EPS in Rs,,3.1
TRITURBINE,Mar 2020,EPS in Rs,,3.77
TRITURBINE,Mar 2021,EPS in Rs,,3.17
TRITURBINE,Mar 2022,EPS in Rs,,8.36
TRITURBINE,Mar 2023,EPS in Rs,,6.06
TRITURBINE,Mar 2024,EPS in Rs,,8.47
TRITURBINE,Mar 2025,EPS in Rs,,11.24
TRITURBINE,Mar 2026,EPS in Rs,,11.0
TRITURBINE,Mar 2015,Dividend Payout %,,31.0
TRITURBINE,Mar 2016,Dividend Payout %,,32.0
TRITURBINE,Mar 2017,Dividend Payout %,,32.0
TRITURBINE,Mar 2018,Dividend Payout %,,34.0
TRITURBINE,Mar 2019,Dividend Payout %,,0.0
TRITURBINE,Mar 2020,Dividend Payout %,,13.0
TRITURBINE,Mar 2021,Dividend Payout %,,38.0
TRITURBINE,Mar 2022,Dividend Payout %,,23.0
TRITURBINE,Mar 2023,Dividend Payout %,,0.0
TRITURBINE,Mar 2024,Dividend Payout %,,43.0
TRITURBINE,Mar 2025,Dividend Payout %,,36.0
TRITURBINE,Mar 2026,Dividend Payout %,,41.0
TRITURBINE,Mar 2015,Sales Growth %,Sales,25.64
TRITURBINE,Mar 2016,Sales Growth %,Sales,9.55
TRITURBINE,Mar 2017,Sales Growth %,Sales,4.45
TRITURBINE,Mar 2018,Sales Growth %,Sales,0.87
TRITURBINE,Mar 2019,Sales Growth %,Sales,11.83
TRITURBINE,Mar 2020,Sales Growth %,Sales,-2.63
TRITURBINE,Mar 2021,Sales Growth %,Sales,-14.1
TRITURBINE,Mar 2022,Sales Growth %,Sales,21.3
TRITURBINE,Mar 2023,Sales Growth %,Sales,46.38
TRITURBINE,Mar 2024,Sales Growth %,Sales,32.58
TRITURBINE,Mar 2025,Sales Growth %,Sales,21.28
TRITURBINE,Mar 2026,Sales Growth %,Sales,8.74
TRITURBINE,Mar 2015,Exceptional items,Other Income,-2.0
TRITURBINE,Mar 2016,Exceptional items,Other Income,14.0
TRITURBINE,Mar 2017,Exceptional items,Other Income,2.0
TRITURBINE,Mar 2018,Exceptional items,Other Income,2.0
TRITURBINE,Mar 2019,Exceptional items,Other Income,3.0
TRITURBINE,Mar 2020,Exceptional items,Other Income,7.0
TRITURBINE,Mar 2021,Exceptional items,Other Income,-10.0
TRITURBINE,Mar 2022,Exceptional items,Other Income,213.0
TRITURBINE,Mar 2023,Exceptional items,Other Income,25.0
TRITURBINE,Mar 2024,Exceptional items,Other Income,32.0
TRITURBINE,Mar 2025,Exceptional items,Other Income,35.0
TRITURBINE,Mar 2026,Exceptional items,Other Income,-16.0
TRITURBINE,Mar 2015,Other income normal,Other Income,32.0
TRITURBINE,Mar 2016,Other income normal,Other Income,11.0
TRITURBINE,Mar 2017,Other income normal,Other Income,31.0
TRITURBINE,Mar 2018,Other income normal,Other Income,6.0
TRITURBINE,Mar 2019,Other income normal,Other Income,16.0
TRITURBINE,Mar 2020,Other income normal,Other Income,17.0
TRITURBINE,Mar 2021,Other income normal,Other Income,16.0
TRITURBINE,Mar 2022,Other income normal,Other Income,14.0
TRITURBINE,Mar 2023,Other income normal,Other Income,18.0
TRITURBINE,Mar 2024,Other income normal,Other Income,31.0
TRITURBINE,Mar 2025,Other income normal,Other Income,47.0
TRITURBINE,Mar 2026,Other income normal,Other Income,76.0
TRITURBINE,Mar 2015,Minority share,Net Profit,-3.0
TRITURBINE,Mar 2016,Minority share,Net Profit,0.0
TRITURBINE,Mar 2017,Minority share,Net Profit,0.0
TRITURBINE,Mar 2018,Minority share,Net Profit,0.0
