nse_symbol,year,line_item,parent_line_item,value
TRITURBINE,Mar 2019,Minority share,Net Profit,0.0
TRITURBINE,Mar 2020,Minority share,Net Profit,0.0
TRITURBINE,Mar 2021,Minority share,Net Profit,0.0
TRITURBINE,Mar 2022,Minority share,Net Profit,-0.0
TRITURBINE,Mar 2023,Minority share,Net Profit,-0.0
TRITURBINE,Mar 2024,Minority share,Net Profit,-0.0
TRITURBINE,Mar 2025,Minority share,Net Profit,-1.0
TRITURBINE,Mar 2026,Minority share,Net Profit,0.0
TRITURBINE,Mar 2015,Exceptional items AT,Net Profit,-1.0
TRITURBINE,Mar 2016,Exceptional items AT,Net Profit,9.0
TRITURBINE,Mar 2017,Exceptional items AT,Net Profit,1.0
TRITURBINE,Mar 2018,Exceptional items AT,Net Profit,1.0
TRITURBINE,Mar 2019,Exceptional items AT,Net Profit,2.0
TRITURBINE,Mar 2020,Exceptional items AT,Net Profit,5.0
TRITURBINE,Mar 2021,Exceptional items AT,Net Profit,-7.0
TRITURBINE,Mar 2022,Exceptional items AT,Net Profit,155.0
TRITURBINE,Mar 2023,Exceptional items AT,Net Profit,19.0
TRITURBINE,Mar 2024,Exceptional items AT,Net Profit,24.0
TRITURBINE,Mar 2025,Exceptional items AT,Net Profit,24.0
TRITURBINE,Mar 2026,Exceptional items AT,Net Profit,-12.0
TRITURBINE,Mar 2015,Profit excl Excep,Net Profit,94.0
TRITURBINE,Mar 2016,Profit excl Excep,Net Profit,104.0
TRITURBINE,Mar 2017,Profit excl Excep,Net Profit,122.0
TRITURBINE,Mar 2018,Profit excl Excep,Net Profit,95.0
TRITURBINE,Mar 2019,Profit excl Excep,Net Profit,98.0
TRITURBINE,Mar 2020,Profit excl Excep,Net Profit,116.0
TRITURBINE,Mar 2021,Profit excl Excep,Net Profit,110.0
TRITURBINE,Mar 2022,Profit excl Excep,Net Profit,115.0
TRITURBINE,Mar 2023,Profit excl Excep,Net Profit,174.0
TRITURBINE,Mar 2024,Profit excl Excep,Net Profit,246.0
TRITURBINE,Mar 2025,Profit excl Excep,Net Profit,334.0
TRITURBINE,Mar 2026,Profit excl Excep,Net Profit,361.0
TRITURBINE,Mar 2015,Profit for PE,Net Profit,92.0
TRITURBINE,Mar 2016,Profit for PE,Net Profit,104.0
TRITURBINE,Mar 2017,Profit for PE,Net Profit,122.0
TRITURBINE,Mar 2018,Profit for PE,Net Profit,95.0
TRITURBINE,Mar 2019,Profit for PE,Net Profit,98.0
TRITURBINE,Mar 2020,Profit for PE,Net Profit,116.0
TRITURBINE,Mar 2021,Profit for PE,Net Profit,110.0
TRITURBINE,Mar 2022,Profit for PE,Net Profit,115.0
TRITURBINE,Mar 2023,Profit for PE,Net Profit,174.0
TRITURBINE,Mar 2024,Profit for PE,Net Profit,245.0
TRITURBINE,Mar 2025,Profit for PE,Net Profit,333.0
TRITURBINE,Mar 2026,Profit for PE,Net Profit,361.0
TRITURBINE,Mar 2015,Profit for EPS,Net Profit,91.0
TRITURBINE,Mar 2016,Profit for EPS,Net Profit,113.0
TRITURBINE,Mar 2017,Profit for EPS,Net Profit,124.0
TRITURBINE,Mar 2018,Profit for EPS,Net Profit,96.0
TRITURBINE,Mar 2019,Profit for EPS,Net Profit,100.0
TRITURBINE,Mar 2020,Profit for EPS,Net Profit,122.0
TRITURBINE,Mar 2021,Profit for EPS,Net Profit,102.0
TRITURBINE,Mar 2022,Profit for EPS,Net Profit,270.0
TRITURBINE,Mar 2023,Profit for EPS,Net Profit,193.0
TRITURBINE,Mar 2024,Profit for EPS,Net Profit,269.0
TRITURBINE,Mar 2025,Profit for EPS,Net Profit,357.0
TRITURBINE,Mar 2026,Profit for EPS,Net Profit,350.0
TRITURBINE,Mar 2015,Profit Growth %,Net Profit,36.0
TRITURBINE,Mar 2016,Profit Growth %,Net Profit,13.0
TRITURBINE,Mar 2017,Profit Growth %,Net Profit,18.0
TRITURBINE,Mar 2018,Profit Growth %,Net Profit,-22.0
TRITURBINE,Mar 2019,Profit Growth %,Net Profit,4.0
TRITURBINE,Mar 2020,Profit Growth %,Net Profit,18.0
TRITURBINE,Mar 2021,Profit Growth %,Net Profit,-6.0
TRITURBINE,Mar 2022,Profit Growth %,Net Profit,5.0
TRITURBINE,Mar 2023,Profit Growth %,Net Profit,51.0
TRITURBINE,Mar 2024,Profit Growth %,Net Profit,41.0
TRITURBINE,Mar 2025,Profit Growth %,Net Profit,36.0
TRITURBINE,Mar 2026,Profit Growth %,Net Profit,9.0
UCOBANK,Mar 2021,Revenue,,14446.0
UCOBANK,Mar 2022,Revenue,,14981.0
UCOBANK,Mar 2023,Revenue,,17651.0
UCOBANK,Mar 2024,Revenue,,21854.0
UCOBANK,Mar 2025,Revenue,,25067.0
UCOBANK,Mar 2021,Interest,,8966.0
UCOBANK,Mar 2022,Interest,,8508.0
UCOBANK,Mar 2023,Interest,,10307.0
UCOBANK,Mar 2024,Interest,,13754.0
UCOBANK,Mar 2025,Interest,,15437.0
UCOBANK,Mar 2021,Expenses,,8845.0
UCOBANK,Mar 2022,Expenses,,7658.0
UCOBANK,Mar 2023,Expenses,,6729.0
UCOBANK,Mar 2024,Expenses,,8517.0
UCOBANK,Mar 2025,Expenses,,9892.0
UCOBANK,Mar 2021,Financing Profit,,-3365.0
UCOBANK,Mar 2022,Financing Profit,,-1185.0
UCOBANK,Mar 2023,Financing Profit,,614.0
UCOBANK,Mar 2024,Financing Profit,,-416.0
UCOBANK,Mar 2025,Financing Profit,,-262.0
UCOBANK,Mar 2021,Financing Margin %,,-23.0
UCOBANK,Mar 2022,Financing Margin %,,-8.0
UCOBANK,Mar 2023,Financing Margin %,,3.0
UCOBANK,Mar 2024,Financing Margin %,,-2.0
UCOBANK,Mar 2025,Financing Margin %,,-1.0
UCOBANK,Mar 2021,Other Income,,3424.0
UCOBANK,Mar 2022,Other Income,,3066.0
UCOBANK,Mar 2023,Other Income,,2472.0
UCOBANK,Mar 2024,Other Income,,3266.0
UCOBANK,Mar 2025,Other Income,,4407.0
UCOBANK,Mar 2021,Depreciation,,134.0
UCOBANK,Mar 2022,Depreciation,,165.0
UCOBANK,Mar 2023,Depreciation,,218.0
UCOBANK,Mar 2024,Depreciation,,281.0
UCOBANK,Mar 2025,Depreciation,,311.0
UCOBANK,Mar 2021,Profit before tax,,-75.0
UCOBANK,Mar 2022,Profit before tax,,1716.0
UCOBANK,Mar 2023,Profit before tax,,2869.0
UCOBANK,Mar 2024,Profit before tax,,2569.0
UCOBANK,Mar 2025,Profit before tax,,3834.0
UCOBANK,Mar 2021,Tax %,,-321.0
UCOBANK,Mar 2022,Tax %,,48.0
UCOBANK,Mar 2023,Tax %,,36.0
UCOBANK,Mar 2024,Tax %,,36.0
UCOBANK,Mar 2025,Tax %,,36.0
UCOBANK,Mar 2021,Net Profit,,188.0
UCOBANK,Mar 2022,Net Profit,,895.0
UCOBANK,Mar 2023,Net Profit,,1826.0
UCOBANK,Mar 2024,Net Profit,,1672.0
UCOBANK,Mar 2025,Net Profit,,2468.0
UCOBANK,Mar 2021,EPS in Rs,,0.19
UCOBANK,Mar 2022,EPS in Rs,,0.75
UCOBANK,Mar 2023,EPS in Rs,,1.53
UCOBANK,Mar 2024,EPS in Rs,,1.4
UCOBANK,Mar 2025,EPS in Rs,,1.97
UCOBANK,Mar 2021,Dividend Payout %,,0.0
UCOBANK,Mar 2022,Dividend Payout %,,0.0
UCOBANK,Mar 2023,Dividend Payout %,,0.0
UCOBANK,Mar 2024,Dividend Payout %,,20.0
UCOBANK,Mar 2025,Dividend Payout %,,20.0
UCOBANK,Mar 2021,Manufacturing Cost %,Expenses,0.07
UCOBANK,Mar 2022,Manufacturing Cost %,Expenses,0.1
UCOBANK,Mar 2023,Manufacturing Cost %,Expenses,0.11
UCOBANK,Mar 2024,Manufacturing Cost %,Expenses,0.09
UCOBANK,Mar 2025,Manufacturing Cost %,Expenses,0.08
UCOBANK,Mar 2021,Employee Cost %,Expenses,23.83
UCOBANK,Mar 2022,Employee Cost %,Expenses,22.13
UCOBANK,Mar 2023,Employee Cost %,Expenses,21.95
UCOBANK,Mar 2024,Employee Cost %,Expenses,22.37
UCOBANK,Mar 2025,Employee Cost %,Expenses,21.76
UCOBANK,Mar 2021,Other Cost %,Expenses,37.33
UCOBANK,Mar 2022,Other Cost %,Expenses,28.89
UCOBANK,Mar 2023,Other Cost %,Expenses,16.06
UCOBANK,Mar 2024,Other Cost %,Expenses,16.51
UCOBANK,Mar 2025,Other Cost %,Expenses,17.62
UCOBANK,Mar 2021,Exceptional items,Other Income,-21.0
UCOBANK,Mar 2022,Exceptional items,Other Income,1.0
UCOBANK,Mar 2023,Exceptional items,Other Income,0.0
UCOBANK,Mar 2024,Exceptional items,Other Income,1.0
UCOBANK,Mar 2025,Exceptional items,Other Income,0.0
UCOBANK,Mar 2021,Other income normal,Other Income,3445.0
UCOBANK,Mar 2022,Other income normal,Other Income,3065.0
UCOBANK,Mar 2023,Other income normal,Other Income,2472.0
UCOBANK,Mar 2024,Other income normal,Other Income,3265.0
UCOBANK,Mar 2025,Other income normal,Other Income,4406.0
UPL,Mar 2015,Sales,,12091.0
UPL,Mar 2016,Sales,,14048.0
UPL,Mar 2017,Sales,,16312.0
UPL,Mar 2018,Sales,,17378.0
UPL,Mar 2019,Sales,,21837.0
UPL,Mar 2020,Sales,,35756.0
UPL,Mar 2021,Sales,,38694.0
UPL,Mar 2022,Sales,,46240.0
UPL,Mar 2023,Sales,,53576.0
UPL,Mar 2024,Sales,,43098.0
UPL,Mar 2025,Sales,,46637.0
UPL,Mar 2026,Sales,,51839.0
UPL,Mar 2015,Expenses,,9728.0
UPL,Mar 2016,Expenses,,11700.0
UPL,Mar 2017,Expenses,,13346.0
UPL,Mar 2018,Expenses,,13966.0
UPL,Mar 2019,Expenses,,18024.0
UPL,Mar 2020,Expenses,,28984.0
UPL,Mar 2021,Expenses,,30342.0
UPL,Mar 2022,Expenses,,36711.0
UPL,Mar 2023,Expenses,,43380.0
UPL,Mar 2024,Expenses,,38801.0
UPL,Mar 2025,Expenses,,39509.0
UPL,Mar 2026,Expenses,,42761.0
UPL,Mar 2015,Operating Profit,,2363.0
UPL,Mar 2016,Operating Profit,,2348.0
UPL,Mar 2017,Operating Profit,,2966.0
UPL,Mar 2018,Operating Profit,,3412.0
UPL,Mar 2019,Operating Profit,,3813.0
UPL,Mar 2020,Operating Profit,,6772.0
UPL,Mar 2021,Operating Profit,,8352.0
UPL,Mar 2022,Operating Profit,,9529.0
UPL,Mar 2023,Operating Profit,,10196.0
UPL,Mar 2024,Operating Profit,,4297.0
UPL,Mar 2025,Operating Profit,,7128.0
UPL,Mar 2026,Operating Profit,,9078.0
UPL,Mar 2015,OPM %,,20.0
UPL,Mar 2016,OPM %,,17.0
UPL,Mar 2017,OPM %,,18.0
UPL,Mar 2018,OPM %,,20.0
UPL,Mar 2019,OPM %,,17.0
UPL,Mar 2020,OPM %,,19.0
UPL,Mar 2021,OPM %,,22.0
UPL,Mar 2022,OPM %,,21.0
UPL,Mar 2023,OPM %,,19.0
UPL,Mar 2024,OPM %,,10.0
UPL,Mar 2025,OPM %,,15.0
UPL,Mar 2026,OPM %,,18.0
UPL,Mar 2015,Other Income,,-11.0
UPL,Mar 2016,Other Income,,149.0
UPL,Mar 2017,Other Income,,363.0
UPL,Mar 2018,Other Income,,351.0
UPL,Mar 2019,Other Income,,-197.0
UPL,Mar 2020,Other Income,,-515.0
UPL,Mar 2021,Other Income,,62.0
UPL,Mar 2022,Other Income,,91.0
UPL,Mar 2023,Other Income,,464.0
UPL,Mar 2024,Other Income,,231.0
UPL,Mar 2025,Other Income,,78.0
UPL,Mar 2026,Other Income,,724.0
UPL,Mar 2015,Interest,,517.0
UPL,Mar 2016,Interest,,704.0
UPL,Mar 2017,Interest,,735.0
UPL,Mar 2018,Interest,,783.0
UPL,Mar 2019,Interest,,963.0
UPL,Mar 2020,Interest,,1481.0
UPL,Mar 2021,Interest,,2060.0
UPL,Mar 2022,Interest,,2295.0
UPL,Mar 2023,Interest,,2963.0
UPL,Mar 2024,Interest,,3852.0
UPL,Mar 2025,Interest,,3627.0
UPL,Mar 2026,Interest,,3401.0
UPL,Mar 2015,Depreciation,,425.0
UPL,Mar 2016,Depreciation,,676.0
UPL,Mar 2017,Depreciation,,672.0
UPL,Mar 2018,Depreciation,,675.0
UPL,Mar 2019,Depreciation,,880.0
UPL,Mar 2020,Depreciation,,2012.0
UPL,Mar 2021,Depreciation,,2173.0
UPL,Mar 2022,Depreciation,,2359.0
UPL,Mar 2023,Depreciation,,2547.0
UPL,Mar 2024,Depreciation,,2763.0
UPL,Mar 2025,Depreciation,,2750.0
UPL,Mar 2026,Depreciation,,3244.0
UPL,Mar 2015,Profit before tax,,1410.0
UPL,Mar 2016,Profit before tax,,1117.0
UPL,Mar 2017,Profit before tax,,1922.0
UPL,Mar 2018,Profit before tax,,2305.0
UPL,Mar 2019,Profit before tax,,1773.0
UPL,Mar 2020,Profit before tax,,2764.0
UPL,Mar 2021,Profit before tax,,4181.0
UPL,Mar 2022,Profit before tax,,4966.0
UPL,Mar 2023,Profit before tax,,5150.0
UPL,Mar 2024,Profit before tax,,-2087.0
UPL,Mar 2025,Profit before tax,,829.0
UPL,Mar 2026,Profit before tax,,3157.0
UPL,Mar 2015,Tax %,,17.0
UPL,Mar 2016,Tax %,,15.0
UPL,Mar 2017,Tax %,,10.0
UPL,Mar 2018,Tax %,,12.0
UPL,Mar 2019,Tax %,,11.0
UPL,Mar 2020,Tax %,,21.0
UPL,Mar 2021,Tax %,,16.0
UPL,Mar 2022,Tax %,,11.0
UPL,Mar 2023,Tax %,,14.0
UPL,Mar 2024,Tax %,,-10.0
UPL,Mar 2025,Tax %,,1.0
UPL,Mar 2026,Tax %,,30.0
UPL,Mar 2015,Net Profit,,1187.0
UPL,Mar 2016,Net Profit,,952.0
UPL,Mar 2017,Net Profit,,1733.0
UPL,Mar 2018,Net Profit,,2030.0
UPL,Mar 2019,Net Profit,,1575.0
UPL,Mar 2020,Net Profit,,2178.0
UPL,Mar 2021,Net Profit,,3495.0
UPL,Mar 2022,Net Profit,,4437.0
UPL,Mar 2023,Net Profit,,4414.0
UPL,Mar 2024,Net Profit,,-1878.0
UPL,Mar 2025,Net Profit,,820.0
UPL,Mar 2026,Net Profit,,2220.0
UPL,Mar 2015,EPS in Rs,,15.82
UPL,Mar 2016,EPS in Rs,,13.0
UPL,Mar 2017,EPS in Rs,,20.18
UPL,Mar 2018,EPS in Rs,,23.57
UPL,Mar 2019,EPS in Rs,,17.35
UPL,Mar 2020,EPS in Rs,,20.66
UPL,Mar 2021,EPS in Rs,,33.4
UPL,Mar 2022,EPS in Rs,,42.18
UPL,Mar 2023,EPS in Rs,,42.28
UPL,Mar 2024,EPS in Rs,,-14.21
UPL,Mar 2025,EPS in Rs,,10.62
UPL,Mar 2026,EPS in Rs,,22.78
UPL,Mar 2015,Dividend Payout %,,19.0
UPL,Mar 2016,Dividend Payout %,,23.0
UPL,Mar 2017,Dividend Payout %,,20.0
UPL,Mar 2018,Dividend Payout %,,20.0
UPL,Mar 2019,Dividend Payout %,,27.0
UPL,Mar 2020,Dividend Payout %,,26.0
UPL,Mar 2021,Dividend Payout %,,27.0
UPL,Mar 2022,Dividend Payout %,,21.0
UPL,Mar 2023,Dividend Payout %,,21.0
UPL,Mar 2024,Dividend Payout %,,-6.0
UPL,Mar 2025,Dividend Payout %,,53.0
UPL,Mar 2026,Dividend Payout %,,0.0
UPL,Mar 2015,Sales Growth %,Sales,12.25
UPL,Mar 2016,Sales Growth %,Sales,16.19
UPL,Mar 2017,Sales Growth %,Sales,16.12
UPL,Mar 2018,Sales Growth %,Sales,6.54
UPL,Mar 2019,Sales Growth %,Sales,25.66
UPL,Mar 2020,Sales Growth %,Sales,63.74
UPL,Mar 2021,Sales Growth %,Sales,8.22
UPL,Mar 2022,Sales Growth %,Sales,19.5
UPL,Mar 2023,Sales Growth %,Sales,15.87
UPL,Mar 2024,Sales Growth %,Sales,-19.56
UPL,Mar 2025,Sales Growth %,Sales,8.21
UPL,Mar 2026,Sales Growth %,Sales,11.15
UPL,Mar 2015,Material Cost %,Expenses,49.76
UPL,Mar 2016,Material Cost %,Expenses,48.26
UPL,Mar 2017,Material Cost %,Expenses,47.92
UPL,Mar 2018,Material Cost %,Expenses,46.68
UPL,Mar 2019,Material Cost %,Expenses,49.93
UPL,Mar 2020,Material Cost %,Expenses,52.42
UPL,Mar 2021,Material Cost %,Expenses,49.35
UPL,Mar 2022,Material Cost %,Expenses,47.73
UPL,Mar 2023,Material Cost %,Expenses,50.92
UPL,Mar 2024,Material Cost %,Expenses,54.71
UPL,Mar 2025,Material Cost %,Expenses,48.24
UPL,Mar 2026,Material Cost %,Expenses,49.95
UPL,Mar 2015,Manufacturing Cost %,Expenses,9.38
UPL,Mar 2016,Manufacturing Cost %,Expenses,11.97
UPL,Mar 2017,Manufacturing Cost %,Expenses,11.62
UPL,Mar 2018,Manufacturing Cost %,Expenses,12.17
UPL,Mar 2019,Manufacturing Cost %,Expenses,11.49
UPL,Mar 2020,Manufacturing Cost %,Expenses,8.9
UPL,Mar 2021,Manufacturing Cost %,Expenses,10.51
UPL,Mar 2022,Manufacturing Cost %,Expenses,11.8
UPL,Mar 2023,Manufacturing Cost %,Expenses,9.31
UPL,Mar 2024,Manufacturing Cost %,Expenses,11.33
UPL,Mar 2025,Manufacturing Cost %,Expenses,13.43
UPL,Mar 2026,Manufacturing Cost %,Expenses,0.0
UPL,Mar 2015,Employee Cost %,Expenses,8.62
UPL,Mar 2016,Employee Cost %,Expenses,10.21
UPL,Mar 2017,Employee Cost %,Expenses,9.97
UPL,Mar 2018,Employee Cost %,Expenses,9.86
UPL,Mar 2019,Employee Cost %,Expenses,9.59
UPL,Mar 2020,Employee Cost %,Expenses,9.48
UPL,Mar 2021,Employee Cost %,Expenses,9.59
UPL,Mar 2022,Employee Cost %,Expenses,10.0
UPL,Mar 2023,Employee Cost %,Expenses,9.44
UPL,Mar 2024,Employee Cost %,Expenses,10.86
UPL,Mar 2025,Employee Cost %,Expenses,11.38
UPL,Mar 2026,Employee Cost %,Expenses,11.2
UPL,Mar 2015,Other Cost %,Expenses,12.69
UPL,Mar 2016,Other Cost %,Expenses,12.84
UPL,Mar 2017,Other Cost %,Expenses,12.31
UPL,Mar 2018,Other Cost %,Expenses,11.66
UPL,Mar 2019,Other Cost %,Expenses,11.52
UPL,Mar 2020,Other Cost %,Expenses,10.26
UPL,Mar 2021,Other Cost %,Expenses,8.96
UPL,Mar 2022,Other Cost %,Expenses,9.86
UPL,Mar 2023,Other Cost %,Expenses,11.3
UPL,Mar 2024,Other Cost %,Expenses,13.13
UPL,Mar 2025,Other Cost %,Expenses,11.66
UPL,Mar 2026,Other Cost %,Expenses,21.34
UPL,Mar 2015,Profit from Associates,Net Profit,21.0
UPL,Mar 2016,Profit from Associates,Net Profit,0.0
UPL,Mar 2017,Profit from Associates,Net Profit,0.0
UPL,Mar 2018,Profit from Associates,Net Profit,0.0
UPL,Mar 2019,Profit from Associates,Net Profit,0.0
UPL,Mar 2020,Profit from Associates,Net Profit,0.0
UPL,Mar 2021,Profit from Associates,Net Profit,0.0
UPL,Mar 2022,Profit from Associates,Net Profit,0.0
UPL,Mar 2023,Profit from Associates,Net Profit,0.0
UPL,Mar 2024,Profit from Associates,Net Profit,0.0
UPL,Mar 2025,Profit from Associates,Net Profit,0.0
UPL,Mar 2026,Profit from Associates,Net Profit,0.0
UPL,Mar 2015,Minority share,Net Profit,-43.0
UPL,Mar 2016,Minority share,Net Profit,-12.0
UPL,Mar 2017,Minority share,Net Profit,-6.0
UPL,Mar 2018,Minority share,Net Profit,-8.0
UPL,Mar 2019,Minority share,Net Profit,-84.0
UPL,Mar 2020,Minority share,Net Profit,-402.0
UPL,Mar 2021,Minority share,Net Profit,-624.0
UPL,Mar 2022,Minority share,Net Profit,-811.0
UPL,Mar 2023,Minority share,Net Profit,-844.0
UPL,Mar 2024,Minority share,Net Profit,678.0
UPL,Mar 2025,Minority share,Net Profit,77.0
UPL,Mar 2026,Minority share,Net Profit,-298.0
UPL,Mar 2015,Exceptional items AT,Net Profit,3.0
UPL,Mar 2016,Exceptional items AT,Net Profit,-57.0
UPL,Mar 2017,Exceptional items AT,Net Profit,-47.0
UPL,Mar 2018,Exceptional items AT,Net Profit,-58.0
UPL,Mar 2019,Exceptional items AT,Net Profit,-330.0
UPL,Mar 2020,Exceptional items AT,Net Profit,-445.0
UPL,Mar 2021,Exceptional items AT,Net Profit,-179.0
UPL,Mar 2022,Exceptional items AT,Net Profit,-222.0
UPL,Mar 2023,Exceptional items AT,Net Profit,-104.0
UPL,Mar 2024,Exceptional items AT,Net Profit,-146.0
UPL,Mar 2025,Exceptional items AT,Net Profit,8.0
UPL,Mar 2026,Exceptional items AT,Net Profit,37.0
UPL,Mar 2015,Profit excl Excep,Net Profit,1185.0
UPL,Mar 2016,Profit excl Excep,Net Profit,1009.0
UPL,Mar 2017,Profit excl Excep,Net Profit,1780.0
UPL,Mar 2018,Profit excl Excep,Net Profit,2088.0
UPL,Mar 2019,Profit excl Excep,Net Profit,1905.0
UPL,Mar 2020,Profit excl Excep,Net Profit,2623.0
UPL,Mar 2021,Profit excl Excep,Net Profit,3674.0
UPL,Mar 2022,Profit excl Excep,Net Profit,4659.0
UPL,Mar 2023,Profit excl Excep,Net Profit,4518.0
UPL,Mar 2024,Profit excl Excep,Net Profit,-1732.0
UPL,Mar 2025,Profit excl Excep,Net Profit,812.0
UPL,Mar 2026,Profit excl Excep,Net Profit,2183.0
UPL,Mar 2015,Profit for PE,Net Profit,1142.0
UPL,Mar 2016,Profit for PE,Net Profit,996.0
UPL,Mar 2017,Profit for PE,Net Profit,1774.0
UPL,Mar 2018,Profit for PE,Net Profit,2079.0
UPL,Mar 2019,Profit for PE,Net Profit,1803.0
UPL,Mar 2020,Profit for PE,Net Profit,2139.0
UPL,Mar 2021,Profit for PE,Net Profit,3018.0
UPL,Mar 2022,Profit for PE,Net Profit,3808.0
UPL,Mar 2023,Profit for PE,Net Profit,3654.0
UPL,Mar 2024,Profit for PE,Net Profit,-1107.0
UPL,Mar 2025,Profit for PE,Net Profit,889.0
UPL,Mar 2026,Profit for PE,Net Profit,1890.0
UPL,Mar 2015,Profit for EPS,Net Profit,1144.0
UPL,Mar 2016,Profit for EPS,Net Profit,940.0
UPL,Mar 2017,Profit for EPS,Net Profit,1727.0
UPL,Mar 2018,Profit for EPS,Net Profit,2022.0
UPL,Mar 2019,Profit for EPS,Net Profit,1491.0
UPL,Mar 2020,Profit for EPS,Net Profit,1776.0
UPL,Mar 2021,Profit for EPS,Net Profit,2871.0
UPL,Mar 2022,Profit for EPS,Net Profit,3626.0
UPL,Mar 2023,Profit for EPS,Net Profit,3570.0
UPL,Mar 2024,Profit for EPS,Net Profit,-1200.0
UPL,Mar 2025,Profit for EPS,Net Profit,897.0
UPL,Mar 2026,Profit for EPS,Net Profit,1922.0
UPL,Mar 2015,Profit Growth %,Net Profit,15.0
UPL,Mar 2016,Profit Growth %,Net Profit,-13.0
UPL,Mar 2017,Profit Growth %,Net Profit,78.0
UPL,Mar 2018,Profit Growth %,Net Profit,17.0
UPL,Mar 2019,Profit Growth %,Net Profit,-13.0
UPL,Mar 2020,Profit Growth %,Net Profit,19.0
UPL,Mar 2021,Profit Growth %,Net Profit,41.0
UPL,Mar 2022,Profit Growth %,Net Profit,26.0
UPL,Mar 2023,Profit Growth %,Net Profit,-4.0
UPL,Mar 2024,Profit Growth %,Net Profit,-130.0
UPL,Mar 2025,Profit Growth %,Net Profit,180.0
UPL,Mar 2026,Profit Growth %,Net Profit,113.0
UTIAMC,Mar 2011,Sales,,497.0
UTIAMC,Mar 2012,Sales,,502.0
UTIAMC,Mar 2017,Sales,,934.0
UTIAMC,Mar 2018,Sales,,1134.0
UTIAMC,Mar 2019,Sales,,1051.0
UTIAMC,Mar 2020,Sales,,854.0
UTIAMC,Mar 2021,Sales,,1169.0
UTIAMC,Mar 2022,Sales,,1319.0
UTIAMC,Mar 2023,Sales,,1267.0
UTIAMC,Mar 2024,Sales,,1737.0
UTIAMC,Mar 2025,Sales,,1851.0
UTIAMC,Mar 2026,Sales,,1698.0
UTIAMC,Mar 2011,Expenses,,292.0
UTIAMC,Mar 2012,Expenses,,298.0
UTIAMC,Mar 2017,Expenses,,499.0
UTIAMC,Mar 2018,Expenses,,577.0
UTIAMC,Mar 2019,Expenses,,552.0
UTIAMC,Mar 2020,Expenses,,506.0
UTIAMC,Mar 2021,Expenses,,526.0
UTIAMC,Mar 2022,Expenses,,621.0
UTIAMC,Mar 2023,Expenses,,655.0
UTIAMC,Mar 2024,Expenses,,703.0
UTIAMC,Mar 2025,Expenses,,749.0
UTIAMC,Mar 2026,Expenses,,889.0
UTIAMC,Mar 2011,Operating Profit,,206.0
UTIAMC,Mar 2012,Operating Profit,,204.0
UTIAMC,Mar 2017,Operating Profit,,435.0
UTIAMC,Mar 2018,Operating Profit,,558.0
UTIAMC,Mar 2019,Operating Profit,,498.0
UTIAMC,Mar 2020,Operating Profit,,349.0
UTIAMC,Mar 2021,Operating Profit,,643.0
UTIAMC,Mar 2022,Operating Profit,,698.0
UTIAMC,Mar 2023,Operating Profit,,612.0
UTIAMC,Mar 2024,Operating Profit,,1034.0
UTIAMC,Mar 2025,Operating Profit,,1102.0
UTIAMC,Mar 2026,Operating Profit,,809.0
UTIAMC,Mar 2011,OPM %,,41.0
UTIAMC,Mar 2012,OPM %,,41.0
UTIAMC,Mar 2017,OPM %,,47.0
UTIAMC,Mar 2018,OPM %,,49.0
UTIAMC,Mar 2019,OPM %,,47.0
UTIAMC,Mar 2020,OPM %,,41.0
UTIAMC,Mar 2021,OPM %,,55.0
UTIAMC,Mar 2022,OPM %,,53.0
UTIAMC,Mar 2023,OPM %,,48.0
UTIAMC,Mar 2024,OPM %,,60.0
UTIAMC,Mar 2025,OPM %,,60.0
UTIAMC,Mar 2026,OPM %,,48.0
UTIAMC,Mar 2011,Other Income,,2.0
UTIAMC,Mar 2012,Other Income,,1.0
UTIAMC,Mar 2017,Other Income,,13.0
UTIAMC,Mar 2018,Other Income,,22.0
UTIAMC,Mar 2019,Other Income,,30.0
UTIAMC,Mar 2020,Other Income,,36.0
UTIAMC,Mar 2021,Other Income,,4.0
UTIAMC,Mar 2022,Other Income,,8.0
UTIAMC,Mar 2023,Other Income,,23.0
UTIAMC,Mar 2024,Other Income,,6.0
UTIAMC,Mar 2025,Other Income,,9.0
UTIAMC,Mar 2026,Other Income,,-93.0
UTIAMC,Mar 2011,Interest,,0.0
UTIAMC,Mar 2012,Interest,,0.0
UTIAMC,Mar 2017,Interest,,0.0
UTIAMC,Mar 2018,Interest,,0.0
UTIAMC,Mar 2019,Interest,,8.0
UTIAMC,Mar 2020,Interest,,9.0
UTIAMC,Mar 2021,Interest,,8.0
UTIAMC,Mar 2022,Interest,,9.0
UTIAMC,Mar 2023,Interest,,10.0
UTIAMC,Mar 2024,Interest,,11.0
UTIAMC,Mar 2025,Interest,,13.0
UTIAMC,Mar 2026,Interest,,13.0
UTIAMC,Mar 2011,Depreciation,,9.0
UTIAMC,Mar 2012,Depreciation,,10.0
UTIAMC,Mar 2017,Depreciation,,13.0
UTIAMC,Mar 2018,Depreciation,,14.0
UTIAMC,Mar 2019,Depreciation,,29.0
UTIAMC,Mar 2020,Depreciation,,34.0
UTIAMC,Mar 2021,Depreciation,,36.0
UTIAMC,Mar 2022,Depreciation,,37.0
UTIAMC,Mar 2023,Depreciation,,40.0
UTIAMC,Mar 2024,Depreciation,,42.0
UTIAMC,Mar 2025,Depreciation,,46.0
